split,label,label_name,utterance,speaker,sentiment,dialogue_id,utterance_id,season,episode,start_time,end_time
train,0,neutral,"Well actually uh, there was something we wanted to tell you about the wedding.",Chandler,neutral,266,0,7,1,"00:12:02,888","00:12:07,684"
train,0,neutral,"Um, it’s going to be a small ceremony.",Chandler,neutral,267,0,7,3,"00:12:07,935","00:12:11,187"
train,5,surprise,"Uh, tiny!",Chandler,negative,268,0,7,1,"00:12:11,439","00:12:13,314"
train,0,neutral,We’re not even sure why we’re having it.,Chandler,neutral,268,1,7,1,"00:12:14,150","00:12:17,152"
train,0,neutral,It’s actually going to be just family.,Monica,neutral,269,0,7,7,"00:12:17,737","00:12:20,905"
train,5,surprise,"Oh…wait…you two think of me as family?! Oh, I have to ask you something now and be honest; do you want me to sing",Janice,negative,269,1,7,7,"00:12:26,871","00:12:41,259"
train,0,neutral,"Come here to me. No-no, you come here to me.",Ross,neutral,270,0,5,16,"00:15:20,502","00:15:25,924"
train,1,joy,Hey Ross! I brought reinforcements.,Rachel,positive,270,1,5,16,"00:15:27,072","00:15:32,513"
train,1,joy,"Oh great! What, you brought Joey?",Ross,positive,270,2,5,16,"00:15:29,470","00:15:32,513"
train,0,neutral,"Well, I brought the next best thing.",Rachel,neutral,270,3,5,16,"00:15:32,765","00:15:34,223"
train,5,surprise,Whoa! Y'know what Katie? I gotta tell ya I-I-I-I think you are the one who is too much.,Rachel,positive,271,0,5,15,"00:14:55,561","00:15:03,484"
train,1,joy,"Ohh, Joey has the nicest friends!",Katie,positive,271,1,5,15,"00:15:06,322","00:15:08,656"
train,1,joy,"Ohh, and the nicest girlfriend!",Rachel,positive,271,2,5,15,"00:15:09,450","00:15:11,910"
train,1,joy,You're so sweet!,Katie,positive,271,3,5,15,"0:15:13,871","0:15:14,343"
train,1,joy,"Ohh, you're so sweet!",Rachel,positive,271,4,5,15,"0:15:14,343","0:15:15,387"
train,5,surprise,"Oww!!!! Joey, she just kicked me.",Katie,negative,271,5,5,15,"00:15:24,298","00:15:27,842"
train,0,neutral,Huh.,Joey,neutral,271,6,5,15,"00:15:28,093","00:15:29,677"
train,0,neutral,Well? Aren't you gonna do something?,Katie,neutral,271,7,5,15,"00:15:32,723","00:15:35,224"
train,0,neutral,Uhh….,Joey,neutral,271,8,5,15,"00:15:35,559","00:15:36,601"
train,3,anger,"You'd better do something, or I'm gonna walk out that door right now! Well? Are you gonna?",Katie,negative,271,9,5,15,"00:15:36,769","00:15:43,483"
train,0,neutral,Nah.,Joey,neutral,271,10,5,15,"00:15:44,860","00:15:46,319"
train,4,fear,"How could you pick up a hitchhiker?! He could be a rape—, a rapist or a killer or something!",Phoebe,negative,272,0,6,1,"00:14:29,577","00:14:36,499"
train,5,surprise,Don’t you think I asked him that before he got in?!,Joey,negative,272,1,6,1,"00:14:36,709","00:14:39,419"
train,3,anger,"Y’know what? I’m not talking to you! You go back to sleep! And you, are you a rapist?!",Phoebe,negative,272,2,6,1,"00:14:40,087","00:14:45,592"
train,3,anger,No!,Hitchhiker,negative,272,3,6,1,"00:14:43,132","00:14:45,592"
train,0,neutral,Do you like car games?,Phoebe,neutral,272,4,6,1,"00:14:45,759","00:14:47,510"
train,0,neutral,"Yeah, y’know the license plate game?",Hitchhiker,neutral,272,5,6,1,"00:14:47,678","00:14:49,971"
train,0,neutral,I,Phoebe,neutral,272,6,6,1,"00:14:50,139","00:14:51,890"
train,1,joy,"Ooh, I’ll play! I’ll play!",Joey,positive,272,7,6,1,"00:14:52,057","00:14:54,017"
train,3,anger,No-No! You need your sleep. Night-night! Shh!,Phoebe,negative,272,8,6,1,"00:14:54,226","00:14:56,269"
train,0,neutral,"Pheebs, can you help me pick out an engagement ring for Monica?",Chandler,neutral,273,0,6,23,"00:00:02,836","00:00:07,089"
train,3,anger,I can’t figure this out!,Chandler,negative,273,1,6,23,"0:00:05,380","0:00:06,465"
train,2,sadness,It’s so hard!,Chandler,negative,273,2,6,23,"0:00:06,465","0:00:07,165"
train,2,sadness,Should I get her a Tiffany cut or a Princess cut or a—ah-ah!,Chandler,negative,273,3,6,23,"00:00:07,257","00:00:10,718"
train,2,sadness,Paper cut!,Chandler,negative,273,4,6,23,"00:00:10,885","00:00:12,803"
train,0,neutral,"Now, have you told anyone else?",Phoebe,neutral,273,5,6,23,"00:00:13,972","00:00:15,347"
train,0,neutral,"No, I don’t want to tell anybody else because I don’t want Monica to find out.",Chandler,neutral,273,6,6,23,"00:00:15,515","00:00:18,517"
train,5,surprise,You told me.,Phoebe,positive,273,7,6,23,"00:00:18,685","00:00:19,768"
train,3,anger,"Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures.",Chandler,negative,273,8,6,23,"00:00:18,685","00:00:25,441"
train,5,surprise,"Yeah well, once again not knocking pays off. I only wish you hadn’t been on the toilet.",Phoebe,positive,273,9,6,23,"00:00:26,526","00:00:32,990"
train,0,neutral,Me too.,Chandler,neutral,273,10,6,23,"00:00:29,696","00:00:32,990"
train,0,neutral,Hey.,Joey,neutral,273,11,6,23,"0:00:35,326","0:00:36,244"
train,0,neutral,Hey.,Chandler,neutral,273,12,6,23,"0:00:36,244","0:00:36,388"
train,1,joy,"Hey! So Chandler, wanna go to the coffeehouse?",Phoebe,positive,273,13,6,23,"0:00:36,494","0:00:39,122"
train,0,neutral,Oh all right.,Chandler,neutral,273,14,6,23,"0:00:39,122","0:00:39,562"
train,0,neutral,"Oh perfect, we were just gonna see if you wanted to go.",Ross,neutral,273,15,6,23,"00:00:39,664","00:00:42,041"
train,0,neutral,"Oh well, we don’t because we got…the…other pl-place.",Chandler,neutral,273,16,6,23,"00:00:42,208","00:00:45,711"
train,6,disgust,How rude.,Ross,negative,273,17,6,23,"00:00:48,631","00:00:50,841"
train,5,surprise,"Oh, I’m sorry. You wanna bite?",Joey,positive,273,18,6,23,"00:00:51,551","00:00:52,843"
train,5,surprise,"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!",Joey,negative,274,0,4,22,"00:10:05,271","00:10:11,943"
train,5,surprise,What?,Chandler,negative,274,1,4,22,"0:10:12,111","0:10:12,583"
train,5,surprise,The ring is gone!,Joey,negative,274,2,4,22,"0:10:12,583","0:10:14,117"
train,6,disgust,Ugh.,Chandler,negative,274,3,4,22,"0:10:14,238","0:10:16,170"
train,0,neutral,"Just a sec, give me a minute to wake up for this—Ah-ha-ha!!",Chandler,neutral,274,4,4,22,"0:10:16,170","0:10:24,756"
train,1,joy,You lost the ring!,Chandler,positive,274,5,4,22,"0:10:21,871","0:10:23,013"
train,3,anger,You’re the worst best man ever!,Chandler,negative,274,6,4,22,"0:10:23,013","0:10:24,752"
train,3,anger,"Dude, this isn’t funny!",Joey,negative,274,7,4,22,"0:10:25,791","0:10:27,210"
train,4,fear,What am I gonna do?!,Joey,negative,274,8,4,22,"0:10:27,210","0:10:28,113"
train,1,joy,"I go to bed last night, everything’s cool!",Joey,positive,274,9,4,22,"00:10:28,210","00:10:30,170"
train,4,fear,"I wake up this morning, the stripper’s gone and the ring is gone!",Joey,negative,274,10,4,22,"00:10:30,338","00:10:33,381"
train,5,surprise,You slept with the stripper?,Chandler,negative,274,11,4,22,"0:10:33,549","0:10:34,759"
train,4,fear,Of course!!,Joey,negative,274,12,4,22,"0:10:34,759","0:10:35,563"
train,3,anger,What difference does that make?!,Ross,negative,275,0,5,11,"00:14:48,679","00:14:51,306"
train,3,anger,"Well, I'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",Joey,negative,275,1,5,11,"00:14:51,473","00:15:00,231"
train,0,neutral,"Joey, do you have a minute?",Rachel,neutral,275,2,5,11,"00:14:58,981","00:15:00,231"
train,4,fear,"Dude, what am I gonna",Ross,negative,275,3,5,11,"00:15:00,399","00:15:01,858"
train,3,anger,"Uh, Rachel's here, so good luck man, let me know how it works out.",Joey,negative,275,4,5,11,"00:15:02,026","00:15:05,069"
train,4,fear,"Oh, Joey, I have such a problem!",Rachel,negative,275,5,5,11,"00:15:07,114","00:15:10,325"
train,0,neutral,"Oh well, you're timing couldn't be better. I am putting out fires all over the place.",Joey,neutral,275,6,5,11,"00:15:10,492","00:15:19,918"
train,0,neutral,"Okay. Okay. Okay. Joey, I have",Rachel,neutral,275,7,5,11,"00:15:15,956","00:15:19,918"
train,0,neutral,"What-what is it, what is it?",Joey,neutral,275,8,5,11,"00:15:20,085","00:15:21,252"
train,5,surprise,"Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.",Rachel,positive,275,9,5,11,"00:15:21,420","00:15:24,631"
train,4,fear,"Oh no, no-no-no-no! I don't want to know!",Joey,negative,275,10,5,11,"00:15:24,798","00:15:28,134"
train,3,anger,"Yes! Yes! Yes, you do want to know! This is unbelievable!",Rachel,negative,275,11,5,11,"00:15:28,302","00:15:30,803"
train,6,disgust,"I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!",Joey,negative,275,12,5,11,"00:15:31,013","00:15:37,769"
train,5,surprise,What? What secrets? You know secrets? What are they?,Rachel,positive,275,13,5,11,"00:15:36,226","00:15:37,769"
train,6,disgust,And you're not supposed to be gossiping!!,Joey,negative,275,14,5,11,"00:15:37,937","00:15:39,604"
train,4,fear,"I know, I know! I just can't keep this one in, so I pick up the phone",Rachel,negative,275,15,5,11,"00:15:39,772","00:15:50,907"
train,3,anger,I'm not listening to you!,Joey,negative,275,16,5,11,"00:15:48,822","00:15:50,907"
train,1,joy,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!,Rachel,positive,276,0,7,11,"00:20:39,488","00:20:42,365"
train,3,anger,"Hey, come on now!",Rachel,negative,276,2,7,11,"0:20:43,867","0:20:45,895"
train,0,neutral,"All right, what are we havin’?",Joey,neutral,276,3,7,11,"00:20:56,505","00:20:59,090"
train,0,neutral,"Uhh, I don’t believe in these crazy diets y’know, just everything in moderation.",Joey,neutral,277,0,8,19,"00:10:49,608","00:10:55,781"
train,0,neutral,I’ll take those to go. For the kids.,Joey,neutral,277,1,8,19,"00:10:59,201","00:11:03,455"
train,0,neutral,"Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?",The Interviewer,neutral,277,2,8,19,"00:11:05,499","00:11:11,880"
train,3,anger,"It was so stupid, I said some stuff in an interview that I shouldn’t have said.",Joey,negative,277,3,8,19,"00:11:12,047","00:11:16,593"
train,0,neutral,"But believe me, that’s not gonna happen today.",Joey,neutral,277,4,8,19,"00:11:16,760","00:11:19,012"
train,0,neutral,"Understood. So, what’d you say back then?",The Interviewer,neutral,277,5,8,19,"00:11:20,138","00:11:22,391"
train,0,neutral,"Well, I said that I",Joey,neutral,277,6,8,19,"00:11:22,599","00:11:23,725"
train,0,neutral,Ha!,Rachel,neutral,278,0,7,10,"00:07:47,508","00:07:48,633"
train,1,joy,So you like the drums!,Phoebe,positive,278,1,7,10,"00:07:50,094","00:07:52,179"
train,1,joy,"That's, that's great!",Phoebe,positive,278,2,7,10,"00:07:52,388","00:07:54,306"
train,0,neutral,"Y’know, I was worried, that, you know, they would maybe an unbearable living situation.",Phoebe,neutral,278,3,7,10,"00:07:56,017","00:08:00,687"
train,2,sadness,"All right, okay, well, apparently not!",Phoebe,negative,278,4,7,10,"0:08:00,855","0:08:03,207"
train,1,joy,"So, yay!",Phoebe,positive,278,5,7,10,"0:08:03,207","0:08:04,995"
train,0,neutral,"Hey-hey, Pheebs, check it out, we already learned a song. Ready? One, two, three, four...",Joey,neutral,278,6,7,10,"00:08:05,401","00:08:10,864"
train,1,joy,Tequila!!,Joey,positive,278,7,7,10,"00:08:12,658","00:08:14,534"
train,1,joy,That's fun.,Phoebe,positive,278,8,7,10,"00:08:16,871","00:08:18,622"
train,5,surprise,"Whoa-whoa, Treeger made you cry?",Joey,negative,279,0,4,4,"00:02:51,880","00:02:54,715"
train,2,sadness,Yes! And he said really mean things that were only partly true.,Rachel,negative,279,1,4,4,"00:02:55,383","00:02:59,720"
train,3,anger,I’m gonna go down there and teach that guy a lesson.,Joey,negative,279,2,4,4,"00:03:00,930","00:03:02,723"
train,4,fear,"Joey, please don’t do that. I think it’s best that we just forget about it.",Monica,negative,279,3,4,4,"00:03:02,974","00:03:05,475"
train,3,anger,"That’s easy for you to say, you weren’t almost just killed.",Rachel,negative,279,4,4,4,"00:03:05,685","00:03:09,605"
train,0,neutral,"All right that’s it, school is in session!",Joey,neutral,279,5,4,4,"00:03:09,772","00:03:13,108"
train,5,surprise,My God! Is this a gym card?,Monica,positive,279,6,4,4,"00:03:15,361","00:03:17,863"
train,0,neutral,"Oh yeah, gym member. I try to go four times a week, but I’ve missed the last 1200 times.",Chandler,neutral,279,7,4,4,"00:03:18,072","00:03:25,746"
train,0,neutral,So why don’t you quit?,Ross,neutral,279,8,4,4,"00:03:27,624","00:03:29,291"
train,1,joy,You don’t think I’ve tried? You think I,Chandler,positive,279,9,4,4,"00:03:30,126","00:03:32,002"
train,0,neutral,Who is Maria?,Ross,neutral,279,10,4,4,"00:03:49,812","00:03:52,439"
train,1,joy,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",Chandler,positive,279,11,4,4,"00:03:54,067","00:03:59,613"
train,0,neutral,You need me to go down there with you and hold your hand?,Ross,neutral,279,12,4,4,"00:04:01,783","00:04:04,409"
train,3,anger,No!,Chandler,negative,279,13,4,4,"0:04:04,661","0:04:05,579"
train,0,neutral,So you’re strong enough to face her on your own?,Ross,neutral,279,14,4,4,"0:04:05,579","0:04:07,633"
train,4,fear,"Oh no, you’ll have to come.",Chandler,negative,279,15,4,4,"00:04:07,789","00:04:09,790"
train,0,neutral,"Pheebs, I don’t think anyone's mad about that.",Rachel,neutral,280,0,5,12,"0:02:17,929","0:02:19,389"
train,3,anger,Exactly! Because it's in the past!,Phoebe,negative,280,1,5,12,"0:02:19,389","0:02:22,343"
train,0,neutral,Anybody gonna eat that?,Joey,neutral,280,2,5,12,"00:02:25,478","00:02:27,271"
train,1,joy,Pheebs!,Joey,positive,281,0,7,22,"0:07:56,309","0:07:57,231"
train,1,joy,Hey!,Phoebe,positive,281,1,7,22,"0:07:57,231","0:07:58,038"
train,0,neutral,"Listen, you know how uh, when you’re wearing pants and you lean forward I check out your underwear?",Joey,neutral,281,2,7,22,"00:07:58,144","00:08:03,565"
train,0,neutral,Yeah!,Phoebe,neutral,281,3,7,22,"00:08:03,733","00:08:05,233"
train,5,surprise,"Well, when Jake did it I saw that…he was wearing women’s underwear!",Joey,negative,281,4,7,22,"00:08:05,860","00:08:11,823"
train,0,neutral,I know. They were mine.,Phoebe,neutral,281,5,7,22,"00:08:11,991","00:08:13,742"
train,6,disgust,"Oh. No! No wait, that’s weird!",Joey,negative,281,6,7,22,"00:08:14,619","00:08:19,664"
train,0,neutral,"No, it’s not! We were just goofing around and I dared him to try them on.",Phoebe,neutral,281,7,7,22,"00:08:20,249","00:08:23,668"
train,6,disgust,That’s weird!,Joey,negative,281,8,7,22,"00:08:24,212","00:08:25,253"
train,0,neutral,I’m wearing his briefs right now.,Phoebe,neutral,281,9,7,22,"0:08:25,421","0:08:26,933"
train,5,surprise,That’s…kinda hot.,Joey,positive,281,10,7,22,"0:08:26,933","0:08:29,305"
train,1,joy,I think so too. And that little flap? Great for holding my lipstick.,Phoebe,positive,282,0,1,22,"00:08:29,967","00:08:35,472"
train,0,neutral,"Yeah, I wouldn’t know about that.",Joey,neutral,282,1,1,22,"00:08:40,561","00:08:42,395"
train,1,joy,And! Y’know what Jake says? That women’s underwear is actually more comfortable. And he loves the way the silk feels against his skin.,Phoebe,positive,282,2,1,22,"00:08:43,856","00:08:51,279"
train,6,disgust,"Yeah well next thing you know, he’ll be telling you that your high heels are good for his posture!",Joey,negative,283,0,7,22,"00:08:51,447","00:08:55,700"
train,0,neutral,There is nothing wrong with Jake! Okay? He is all man! I’m thinking even more than you.,Phoebe,neutral,283,1,7,22,"00:08:56,202","00:09:01,331"
train,6,disgust,"Oh yeah, he looked like a real lumberjack in those pink lacys.",Joey,negative,283,2,7,22,"00:09:01,499","00:09:05,377"
train,0,neutral,I’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear!,Phoebe,neutral,283,3,7,22,"00:09:06,462","00:09:14,135"
train,0,neutral,I don’t think you could ever do that.,Phoebe,neutral,283,4,7,22,"00:09:10,841","00:09:14,135"
train,0,neutral,Hey! I,Joey,neutral,283,5,7,22,"0:09:14,303","0:09:14,887"
train,6,disgust,"Okay, whatever.",Phoebe,negative,283,6,7,22,"0:09:14,887","0:09:18,412"
train,0,neutral,Lusts of the flesh.,Phoebe,neutral,284,0,7,19,"00:05:11,311","00:05:17,024"
train,0,neutral,What?,Rachel,neutral,284,1,7,19,"0:05:18,234","0:05:18,826"
train,0,neutral,I don’t know. A cowboy theme?,Phoebe,neutral,284,2,7,19,"0:05:18,826","0:05:21,627"
train,0,neutral,"Hey uh, is it okay to come in?",Joey,neutral,285,0,9,1,"00:08:07,361","00:08:10,071"
train,1,joy,"Of course! Oh Joey, this ring I…it’s beautiful I love it!",Rachel,positive,285,1,9,1,"00:08:10,281","00:08:14,201"
train,0,neutral,"Yeah uh look Rach, there’s something I gotta tell ya.",Joey,neutral,285,2,9,1,"00:08:15,495","00:08:18,747"
train,1,joy,Hey!,Rachel,positive,285,3,9,1,"00:08:20,124","00:08:21,208"
train,0,neutral,Hey! Are you ready to try nursing again?,Nurse,neutral,285,4,9,1,"00:08:21,375","00:08:25,629"
train,0,neutral,"Yeah! Hi Emma. Hey, why do you think she won’t take my breast?",Rachel,neutral,285,5,9,1,"00:08:25,796","00:08:33,178"
train,0,neutral,"It’s all right honey, it takes some babies a while to get it, but don’t worry. It’ll happen.",Nurse,neutral,285,6,9,1,"00:08:27,965","00:08:33,178"
train,3,anger,Yowza,Joey,negative,285,7,9,1,"00:08:33,679","00:08:35,722"
train,0,neutral,"Okay sweetie, you can do it. Just open up and put it in your mouth.",Rachel,neutral,285,8,9,1,"00:08:36,933","00:08:40,810"
train,5,surprise,Dear Lord.,Joey,negative,285,9,9,1,"00:08:41,354","00:08:43,522"
train,0,neutral,"I’m sorry honey, what were you saying?",Rachel,neutral,285,10,9,1,"0:08:45,608","0:08:47,193"
train,0,neutral,"Oh uh-uh yeah, I think that…",Joey,neutral,285,11,9,1,"0:08:47,193","0:08:49,547"
train,0,neutral,Do you think my nipples are too big for her mouth?,Rachel,neutral,285,13,9,1,"00:08:52,782","00:08:54,824"
train,0,neutral,She looks scared.,Rachel,neutral,285,14,9,1,"0:08:59,705","0:09:00,957"
train,0,neutral,Doesn’t she look scared?,Rachel,neutral,285,15,9,1,"0:09:00,957","0:09:01,892"
train,0,neutral,"Y’know, I don’t really know her.",Joey,neutral,285,16,9,1,"00:09:02,041","00:09:04,501"
train,0,neutral,Can you see my nipples through this shirt?,Chandler,neutral,286,0,1,15,"00:04:01,741","00:04:03,909"
train,0,neutral,"No. But don't worry, I'm sure they're still there.",Rachel,neutral,286,1,1,15,"00:04:06,663","00:04:09,748"
train,0,neutral,"Where are you going, Mr. Suity-Man?",Phoebe,neutral,286,2,1,15,"00:04:11,209","00:04:12,709"
train,0,neutral,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. I added the ""a-gogo.""",Chandler,neutral,286,3,1,15,"00:04:12,877","00:04:21,218"
train,0,neutral,"Actually, tomorrow night kinda depends on how tonight goes.",Joey,neutral,287,0,1,14,"00:02:25,478","00:02:27,813"
train,2,sadness,"Oh, uh, listen, about tonight...",Chandler,negative,287,1,1,14,"0:02:27,981","0:02:30,243"
train,3,anger,"No, no, no, don't you dare bail on me.",Joey,negative,287,2,1,14,"0:02:30,243","0:02:32,249"
train,0,neutral,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,Joey,neutral,287,3,1,14,"00:02:27,981","00:02:35,904"
train,3,anger,"Yes, I know, but her friend sounds like such a...",Chandler,negative,287,4,1,14,"00:02:36,114","00:02:40,450"
train,0,neutral,Pathetic mess?,Joey,neutral,287,5,1,14,"00:02:38,241","00:02:40,450"
train,0,neutral,"I know, but—come on, man, she's needy, she's vulnerable.",Joey,neutral,287,6,1,14,"0:02:40,994","0:02:44,056"
train,1,joy,"I'm thinkin', cha-ching!",Joey,positive,287,7,1,14,"0:02:44,056","0:02:44,302"
train,0,neutral,Thanks.,Joey,neutral,287,8,1,14,"00:02:50,211","00:02:51,253"
train,0,neutral,"Look, you have not been out with a woman since Janice.",Joey,neutral,287,9,1,14,"0:02:52,255","0:02:54,717"
train,0,neutral,You're doin' this.,Joey,neutral,287,10,1,14,"0:02:54,717","0:02:56,053"
train,0,neutral,Hi. She said yes.,Ross,neutral,287,11,1,14,"00:02:56,676","00:03:00,304"
train,1,joy,"Yes! Way to go, man! Still got the egg, huh?",Chandler,positive,287,12,1,14,"00:03:00,555","00:03:06,143"
train,1,joy,"""Happy birthday to you!""",Joey,positive,288,0,6,13,"00:15:35,976","00:15:38,645"
train,0,neutral,You’re paying for that.,Gunther,neutral,288,1,6,13,"0:15:41,315","0:15:42,316"
train,5,surprise,What? No-no it’s her birthday!,Joey,positive,288,2,6,13,"0:15:42,316","0:15:44,418"
train,5,surprise,You’ve sung Happy Birthday to 20 different women today!,Gunther,negative,288,3,6,13,"00:15:44,526","00:15:47,278"
train,0,neutral,But it really,Joey,neutral,288,4,6,13,"00:15:48,072","00:15:49,989"
train,0,neutral,You are no longer authorized to distribute birthday muffins.,Gunther,neutral,288,5,6,13,"00:15:50,157","00:15:52,617"
train,3,anger,Damnit!,Joey,negative,288,6,6,13,"00:15:53,327","00:15:55,161"
train,1,joy,Rach? Hi!,Ross,positive,288,7,6,13,"00:15:56,789","00:16:00,083"
train,1,joy,Hi!,Rachel,positive,288,8,6,13,"00:15:58,374","00:16:00,083"
train,0,neutral,Did you tell your sister to ask me out?,Ross,neutral,288,9,6,13,"00:16:00,250","00:16:02,502"
train,0,neutral,Well yeah,Rachel,neutral,288,10,6,13,"0:16:03,462","0:16:04,564"
train,5,surprise,Oh wow!,Ross,positive,288,11,6,13,"0:16:04,564","0:16:05,456"
train,5,surprise,"I mean, wow!",Ross,positive,288,12,6,13,"0:16:05,456","0:16:06,890"
train,0,neutral,"I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!",Ross,neutral,288,13,6,13,"00:16:08,842","00:16:15,098"
train,5,surprise,Really?!,Rachel,positive,288,14,6,13,"00:16:15,683","00:16:16,849"
train,1,joy,"Yeah but after you said it was okay, I figured, ""Why not?!""",Ross,positive,288,15,6,13,"00:16:15,683","00:16:20,061"
train,0,neutral,Oh so-so not really never.,Rachel,neutral,288,16,6,13,"00:16:20,813","00:16:23,356"
train,0,neutral,I have to say you are a much bigger person than I am.,Ross,neutral,288,17,6,13,"00:16:24,149","00:16:27,443"
train,0,neutral,"I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate.",Ross,neutral,288,18,6,13,"00:16:27,611","00:16:32,865"
train,0,neutral,"Hey, if you ever want to go out with Monica, you have my blessing.",Ross,neutral,288,19,6,13,"00:16:35,327","00:16:38,287"
train,1,joy,"Oh-ho, and mine!",Joey,positive,288,20,6,13,"00:16:38,455","00:16:39,664"
train,4,fear,No-no wait-wait! I can’t just let you hang up! Just please talk to me.,Phoebe,negative,289,1,7,13,"00:09:29,735","00:09:35,782"
train,0,neutral,Well…I only have one thing to do today. I guess I could push it back.,Earl,neutral,289,2,7,13,"00:09:33,864","00:09:45,208"
train,2,sadness,"Yeah! Now, why do you want to kill yourself?",Phoebe,negative,289,3,7,13,"00:09:42,206","00:09:45,208"
train,2,sadness,"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",Earl,negative,289,4,7,13,"00:09:50,006","00:09:55,218"
train,0,neutral,Chandler?,Phoebe,neutral,289,5,7,13,"00:09:56,554","00:09:58,138"
train,2,sadness,I-I’m sorry?,Earl,negative,290,0,6,7,"00:10:02,476","00:10:04,603"
train,2,sadness,"No look, I-I’m sure that people know you exist!",Phoebe,negative,291,0,6,1,"00:10:05,146","00:10:10,525"
train,2,sadness,Oh yeah?,Earl,negative,291,1,6,1,"00:10:10,693","00:10:14,154"
train,0,neutral,I work in a cubicle surrounded by people.,Earl,neutral,292,0,7,13,"00:10:10,693","00:10:14,154"
train,2,sadness,I’ve been talking to you for five minutes now about killing myself and no one’s even looked up from their desk.,Earl,negative,292,1,7,13,"00:10:14,905","00:10:22,579"
train,0,neutral,Hang-hang on.,Earl,neutral,292,2,7,13,"00:10:21,000","00:10:22,579"
train,0,neutral,Hey everybody!,Earl,neutral,292,3,7,13,"00:10:22,788","00:10:24,581"
train,2,sadness,"Uh, I’m gonna kill myself!",Earl,negative,292,4,7,13,"00:10:24,749","00:10:26,875"
train,0,neutral,I got nothing.,Earl,neutral,292,5,7,13,"00:10:31,005","00:10:32,297"
train,5,surprise,"Apparently, there’s like a million guys out there that can play Mac, and there’s only this one robot and this one guy who controls it!",Joey,negative,293,0,6,21,"00:12:47,808","00:12:55,857"
train,5,surprise,I didn’t know he could get me fired!,Joey,negative,293,1,6,21,"00:12:52,354","00:12:55,857"
train,4,fear,What am I going to do?,Joey,negative,293,2,6,21,"00:12:56,025","00:12:58,026"
train,0,neutral,"Well y’know Joey, you’re a pretty charming guy.",Monica,neutral,293,3,6,21,"00:12:56,025","00:13:00,487"
train,4,fear,"Thanks, but I kinda have a problem to deal with here.",Joey,negative,293,4,6,21,"00:13:00,654","00:13:10,371"
train,0,neutral,"No sweetie, you’ve got to win over the guy that controls C.H.E.E.S.E.! You’ve got to kiss some serious robot ass!",Monica,neutral,293,5,6,21,"00:13:03,032","00:13:10,371"
train,0,neutral,That’s not a bad idea.,Joey,neutral,293,6,6,21,"00:13:11,540","00:13:13,374"
train,0,neutral,"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys.",Joey,neutral,293,7,6,21,"00:13:13,542","00:13:18,087"
train,1,joy,"Well, actually I got a little bit saved for you Pheebs.",Joey,positive,293,8,6,21,"00:13:18,255","00:13:21,591"
train,0,neutral,"So do you think uh, Joey’s more charming than me?",Chandler,neutral,293,9,6,21,"00:13:25,054","00:13:27,639"
train,2,sadness,Yeah! That’s why I’m sleeping with him on the side.,Monica,negative,293,10,6,21,"00:13:27,807","00:13:30,391"
train,0,neutral,"Yeah, you wish.",Chandler,neutral,293,11,6,21,"0:13:30,559","0:13:31,701"
train,1,joy,"""You wish.""",Phoebe,positive,293,12,6,21,"0:13:31,701","0:13:32,736"
train,1,joy,Why are you yelling?,Paul,positive,294,0,6,22,"0:12:39,216","0:12:40,259"
train,0,neutral,"Whoa, that",Rachel,neutral,294,1,6,22,"0:12:40,259","0:12:40,871"
train,5,surprise,"Whoa-whoa, what is it?",Joey,negative,295,0,7,11,"00:13:45,908","00:13:47,075"
train,0,neutral,Well… It’s a date.,Phoebe,neutral,295,1,7,11,"00:13:48,077","00:13:50,995"
train,5,surprise,A date?!,Joey,negative,295,2,7,11,"00:13:51,163","00:13:53,000"
train,5,surprise,"No, no Pheebs you-you must be mistaken, because I know you wouldn’t schedule a date on the same night you have plans with a friend!",Joey,positive,295,3,7,11,"00:13:51,163","00:13:58,670"
train,2,sadness,"Come on Joey, don’t make me feel badly about this.",Phoebe,negative,295,4,7,11,"00:13:58,838","00:14:00,713"
train,3,anger,"No, I’m gonna!!",Joey,negative,295,5,7,11,"00:14:00,881","00:14:02,423"
train,3,anger,That’s right!,Joey,negative,295,6,7,11,"00:14:03,968","00:14:06,261"
train,3,anger,"Yeah, you made me feel really guilty about goin’ out with that girl!",Joey,negative,295,7,7,11,"00:14:06,428","00:14:07,762"
train,3,anger,Like-like-like I did something terrible to you!,Joey,negative,295,8,7,11,"0:14:07,930","0:14:09,849"
